OrderID,ProductID,Quantity,UnitCost,UnitPrice
ORD1318,PRD16,5,63.4,107.36
ORD1318,PRD24,4,260.28,418.99
ORD1319,PRD04,2,231.79,339.53
ORD1320,PRD01,1,265.16,424.77
ORD1320,PRD25,6,185.8,248.71
ORD1320,PRD18,10,281.98,435.04
ORD1321,PRD09,10,44.86,68.48
ORD1321,PRD13,7,159.12,241.77
ORD1321,PRD08,9,127.74,176.91
ORD1322,PRD15,2,225.11,350.63
ORD1323,PRD01,7,179.97,292.6
ORD1323,PRD22,10,253.54,431.61
ORD1323,PRD07,5,78.85,122.38
ORD1324,PRD11,8,136.18,214.85
ORD1324,PRD12,6,117.02,185.71
ORD1324,PRD06,8,54.19,94.05
ORD1325,PRD22,5,266.42,403.02
ORD1325,PRD08,7,72.46,102.05
ORD1325,PRD04,3,131.99,239.13
ORD1326,PRD16,9,165.13,269.32
ORD1326,PRD05,8,101.7,153.52
ORD1327,PRD02,3,24.75,34.72
ORD1327,PRD13,8,239.25,420.29
ORD1327,PRD04,6,83.1,133.59
ORD1328,PRD26,1,129.51,208.82
ORD1328,PRD09,10,68.83,103.48
ORD1328,PRD12,9,64.53,91.4
ORD1329,PRD11,9,171.75,246.31
ORD1329,PRD22,2,117.59,193.63
ORD1330,PRD05,6,143.77,213.8
ORD1330,PRD06,7,239.93,425.21
ORD1330,PRD21,3,107.28,175.09
ORD1331,PRD10,10,195.84,324.1
ORD1331,PRD23,8,288.89,391.58
ORD1331,PRD09,10,168.25,262.86
ORD1332,PRD06,1,39.93,66.89
ORD1333,PRD24,2,68.75,109.23
ORD1333,PRD23,2,26.55,36.58
ORD1334,PRD02,7,198.07,264.37
ORD1334,PRD01,2,78.39,134.91
ORD1334,PRD25,7,94.8,158.14
ORD1335,PRD15,3,50.22,69.98
ORD1335,PRD21,1,13.92,22.4
ORD1336,PRD16,9,308.58,467.75
ORD1336,PRD15,3,334.36,484.92
ORD1337,PRD19,10,161.64,230.99
ORD1338,PRD14,9,98.04,158.28
ORD1338,PRD17,9,66.69,117.43
ORD1338,PRD21,5,112.0,186.06
ORD1339,PRD01,3,112.81,175.22
ORD1339,PRD17,1,223.99,345.45
ORD1340,PRD10,7,267.75,399.99
ORD1340,PRD01,1,162.43,276.37
ORD1341,PRD14,3,243.76,358.89
ORD1341,PRD13,7,64.61,114.19
ORD1341,PRD08,4,185.11,260.72
ORD1342,PRD26,5,101.94,145.92
ORD1342,PRD23,5,150.91,209.39
ORD1342,PRD22,3,41.55,72.63
ORD1343,PRD20,5,228.06,351.73
ORD1343,PRD15,6,8.17,14.6
ORD1344,PRD01,5,95.81,138.25
ORD1344,PRD06,1,69.76,120.24
ORD1344,PRD04,8,71.34,112.51
ORD1345,PRD12,1,121.08,168.47
ORD1345,PRD15,3,23.09,32.74
ORD1346,PRD18,8,69.19,94.89
ORD1347,PRD13,2,337.76,487.43
ORD1347,PRD01,7,246.98,386.76
ORD1348,PRD02,2,196.28,262.96
ORD1348,PRD07,8,146.68,197.62
ORD1348,PRD15,6,58.09,83.51
ORD1349,PRD18,5,148.3,243.21
ORD1349,PRD17,6,321.12,444.32
ORD1349,PRD04,4,290.7,486.77
ORD1350,PRD11,3,265.59,398.22
ORD1350,PRD01,7,218.3,395.63
ORD1351,PRD19,8,200.89,345.76
ORD1352,PRD08,3,173.49,252.46
ORD1353,PRD25,1,23.48,34.59
ORD1353,PRD21,9,228.21,396.78
ORD1354,PRD11,9,277.27,395.34
ORD1355,PRD24,1,215.2,346.18
ORD1355,PRD07,3,72.02,129.09
ORD1356,PRD15,9,205.8,350.03
ORD1356,PRD18,3,168.49,274.09
ORD1356,PRD10,8,101.2,141.29
ORD1357,PRD06,3,162.37,227.45
ORD1357,PRD03,9,102.72,186.72
ORD1357,PRD17,9,113.09,192.63
ORD1358,PRD20,6,232.61,389.13
ORD1359,PRD03,7,67.97,98.99
ORD1359,PRD22,9,49.32,81.3
ORD1359,PRD18,7,184.36,322.25
ORD1360,PRD22,3,51.97,93.43
ORD1360,PRD03,2,139.74,245.26
ORD1360,PRD02,10,202.55,322.67
ORD1361,PRD17,10,82.08,131.69
ORD1361,PRD20,10,199.12,360.33
ORD1362,PRD21,8,332.82,464.56
ORD1363,PRD26,1,128.32,183.66
ORD1363,PRD21,7,291.98,411.9
ORD1364,PRD20,5,185.97,266.87
ORD1365,PRD03,9,36.89,53.07
ORD1365,PRD07,9,115.22,195.74
ORD1366,PRD08,3,186.2,281.42
ORD1366,PRD19,2,255.69,384.31
ORD1366,PRD21,8,224.15,352.76
ORD1367,PRD06,3,180.46,277.23
ORD1368,PRD06,8,341.21,467.09
ORD1368,PRD18,9,304.86,495.77
ORD1368,PRD20,6,141.49,209.11
ORD1369,PRD11,10,171.93,275.08
ORD1369,PRD20,9,278.44,463.44
ORD1369,PRD08,8,142.57,226.51
ORD1370,PRD02,1,195.57,261.22
ORD1370,PRD10,5,6.16,8.25
ORD1370,PRD20,4,237.58,428.58
ORD1371,PRD09,9,190.98,287.48
ORD1371,PRD18,2,14.71,23.68
ORD1371,PRD17,3,99.12,136.17
ORD1372,PRD08,5,231.04,406.48
ORD1373,PRD19,2,257.34,363.17
ORD1373,PRD07,3,180.04,246.7
ORD1374,PRD19,5,16.72,23.5
ORD1374,PRD04,7,24.61,43.85
ORD1374,PRD20,6,126.44,177.23
ORD1375,PRD04,4,270.03,375.1
ORD1375,PRD25,1,215.63,318.77
ORD1376,PRD10,9,16.71,25.39
ORD1377,PRD11,9,203.46,350.4
ORD1378,PRD24,10,164.58,289.75
ORD1378,PRD13,7,93.35,148.44
ORD1378,PRD15,3,110.58,171.4
ORD1379,PRD02,5,30.64,47.11
ORD1379,PRD18,3,246.98,382.21
ORD1379,PRD13,4,167.72,246.49
ORD1380,PRD18,10,326.48,498.55
ORD1381,PRD03,5,239.42,389.5
ORD1382,PRD03,7,133.01,214.65
ORD1382,PRD04,6,119.56,175.54
ORD1382,PRD22,5,55.04,88.78
ORD1383,PRD20,8,19.42,27.21
ORD1383,PRD05,4,200.08,344.25
ORD1384,PRD03,1,84.48,125.31
ORD1384,PRD04,3,310.62,435.03
ORD1384,PRD24,1,124.34,174.92
ORD1385,PRD15,1,118.16,169.28
ORD1385,PRD16,4,69.31,105.88
ORD1386,PRD18,10,211.83,366.31
ORD1386,PRD16,1,139.97,191.42
ORD1387,PRD02,1,103.05,145.59
ORD1387,PRD09,10,89.56,139.28
ORD1387,PRD06,1,25.9,37.97
ORD1388,PRD22,1,108.85,149.79
ORD1388,PRD12,7,74.78,119.43
ORD1388,PRD04,2,292.69,452.42
ORD1389,PRD18,4,162.21,252.82
ORD1389,PRD03,1,18.13,24.68
ORD1389,PRD06,5,106.95,170.12
ORD1390,PRD01,6,213.48,343.73
ORD1391,PRD08,5,274.72,406.89
ORD1391,PRD17,7,317.81,445.75
ORD1392,PRD18,5,72.14,116.66
ORD1393,PRD22,2,239.61,366.3
ORD1393,PRD05,10,300.35,436.99
ORD1394,PRD08,3,132.36,216.1
ORD1394,PRD19,10,110.62,168.0
ORD1395,PRD21,3,200.97,292.61
ORD1396,PRD05,5,252.35,345.82
ORD1397,PRD14,3,218.67,329.83
ORD1398,PRD11,2,207.77,280.88
ORD1399,PRD06,6,243.55,420.56
ORD1400,PRD25,6,278.86,440.67
ORD1401,PRD10,5,47.14,80.22
ORD1401,PRD15,3,67.76,96.45
ORD1402,PRD20,10,71.15,119.3
ORD1402,PRD09,1,125.72,182.83
ORD1402,PRD19,8,51.33,71.37
ORD1403,PRD23,6,60.28,96.07
ORD1403,PRD21,8,43.01,73.07
ORD1404,PRD14,1,342.7,463.09
ORD1405,PRD24,4,214.08,380.1
ORD1406,PRD20,6,315.78,434.05
ORD1406,PRD16,7,114.69,205.41
ORD1407,PRD13,7,214.92,307.69
ORD1407,PRD24,10,183.41,270.4
ORD1407,PRD11,1,168.23,262.72
ORD1408,PRD08,9,202.56,271.25
ORD1409,PRD18,7,176.12,260.48
ORD1410,PRD07,5,161.79,222.58
ORD1411,PRD15,7,110.61,150.74
ORD1411,PRD06,9,290.71,452.32
ORD1412,PRD15,9,43.06,61.02
ORD1412,PRD03,9,45.54,71.98
ORD1412,PRD24,8,11.1,17.33
ORD1413,PRD07,5,112.44,165.42
ORD1413,PRD15,3,207.24,360.6
ORD1413,PRD03,2,239.98,354.58
ORD1414,PRD17,7,271.79,364.8
ORD1415,PRD06,7,15.62,26.73
ORD1415,PRD13,6,194.29,284.92
ORD1415,PRD18,3,49.35,85.25
ORD1416,PRD02,5,271.96,366.43
ORD1416,PRD14,5,180.71,315.09
ORD1416,PRD10,3,264.56,480.41
ORD1417,PRD01,8,282.21,428.43
ORD1417,PRD15,1,198.47,305.95
ORD1418,PRD19,8,146.57,229.6
ORD1419,PRD20,9,96.41,142.67
ORD1419,PRD01,4,16.93,29.21
ORD1419,PRD08,6,16.71,23.18
ORD1420,PRD19,6,257.84,460.59
ORD1420,PRD20,7,289.33,496.9
ORD1420,PRD10,5,211.65,307.49
ORD1421,PRD19,3,338.26,483.32
ORD1421,PRD26,6,265.02,466.08
ORD1421,PRD18,5,120.22,164.8
ORD1422,PRD25,7,237.83,422.44
ORD1423,PRD05,5,106.28,167.96
ORD1423,PRD04,4,234.97,349.44
ORD1424,PRD19,9,319.27,493.66
ORD1425,PRD20,5,155.71,216.39
ORD1425,PRD26,5,198.54,265.07
ORD1425,PRD23,6,312.15,463.92
ORD1426,PRD17,8,145.79,248.79
ORD1426,PRD24,10,73.09,120.2
ORD1427,PRD01,2,11.39,16.87
ORD1428,PRD24,4,300.5,400.78
ORD1429,PRD02,6,191.33,282.41
ORD1429,PRD11,1,221.61,322.11
ORD1430,PRD26,5,101.4,153.64
ORD1430,PRD03,1,37.83,61.35
ORD1431,PRD24,10,344.06,480.26
ORD1431,PRD19,4,104.13,168.6
ORD1432,PRD16,3,164.36,243.34
ORD1432,PRD26,9,288.15,448.48
ORD1432,PRD02,7,260.54,464.26
ORD1433,PRD10,6,154.94,279.81
ORD1433,PRD19,10,244.44,344.32
ORD1433,PRD24,6,21.91,37.78
ORD1434,PRD11,7,226.41,315.12
ORD1435,PRD20,10,44.39,62.84
ORD1435,PRD13,5,217.03,354.11
ORD1435,PRD06,1,79.08,139.39
ORD1436,PRD12,8,253.72,415.58
ORD1437,PRD10,6,277.67,393.55
ORD1437,PRD06,2,124.69,224.67
ORD1437,PRD04,8,263.08,452.95
ORD1438,PRD16,9,97.63,158.63
ORD1438,PRD24,2,303.86,411.96
ORD1439,PRD05,1,160.98,232.39
ORD1439,PRD07,9,38.16,62.34
ORD1439,PRD24,1,230.82,345.09
ORD1440,PRD11,8,254.01,445.15
ORD1441,PRD24,10,257.86,380.45
ORD1441,PRD10,4,96.42,163.84
ORD1441,PRD01,5,189.16,268.48
ORD1442,PRD04,3,77.68,140.45
ORD1442,PRD09,10,160.88,282.01
ORD1442,PRD05,9,109.49,178.41
ORD1443,PRD23,5,168.95,289.17
ORD1444,PRD20,9,129.38,224.61
ORD1444,PRD11,8,253.23,452.13
ORD1445,PRD02,7,137.5,199.0
ORD1445,PRD03,10,217.82,316.59
ORD1446,PRD20,5,99.94,169.5
ORD1446,PRD12,9,32.23,43.88
ORD1447,PRD19,2,298.98,407.36
ORD1447,PRD05,8,32.53,53.15
ORD1448,PRD23,8,71.19,119.69
ORD1448,PRD25,10,82.66,132.74
ORD1448,PRD15,3,239.96,351.31
ORD1449,PRD15,1,21.39,37.36
ORD1449,PRD16,8,136.29,233.31
ORD1450,PRD20,3,161.85,256.44
ORD1450,PRD19,2,113.07,166.31
ORD1451,PRD18,7,177.71,297.32
ORD1451,PRD15,4,205.73,276.23
ORD1452,PRD03,4,272.55,407.89
ORD1452,PRD11,7,176.73,285.77
ORD1453,PRD08,2,256.87,370.99
ORD1453,PRD06,8,41.22,61.59
ORD1453,PRD22,6,199.87,279.77
ORD1454,PRD10,7,22.56,39.46
ORD1455,PRD25,8,182.34,324.27
ORD1455,PRD13,4,297.84,409.43
ORD1455,PRD11,1,259.06,379.75
ORD1456,PRD18,7,198.04,309.71
ORD1456,PRD10,4,209.97,342.35
ORD1457,PRD26,7,264.12,360.31
ORD1457,PRD22,2,197.29,293.45
ORD1457,PRD10,9,118.03,205.08
ORD1458,PRD02,9,266.34,484.11
ORD1458,PRD12,9,255.75,411.27
ORD1459,PRD01,7,221.73,352.6
ORD1459,PRD08,6,225.55,357.33
ORD1460,PRD18,3,141.07,240.06
ORD1460,PRD07,7,262.79,422.45
ORD1461,PRD05,3,40.33,71.47
ORD1461,PRD10,1,55.45,76.28
ORD1462,PRD14,3,204.46,322.91
ORD1462,PRD05,8,308.24,447.32
ORD1462,PRD03,7,200.92,313.51
ORD1463,PRD18,7,106.21,180.88
ORD1463,PRD15,10,5.64,8.68
ORD1464,PRD08,5,137.36,208.36
ORD1464,PRD23,6,12.02,21.56
ORD1464,PRD17,8,202.67,353.92
ORD1465,PRD23,3,240.12,366.44
ORD1465,PRD03,5,133.01,235.14
ORD1466,PRD03,2,226.05,343.62
ORD1466,PRD08,10,89.52,159.69
ORD1466,PRD16,6,148.99,269.84
ORD1467,PRD17,10,233.54,368.24
ORD1467,PRD16,5,82.53,148.16
ORD1468,PRD24,10,90.51,133.92
ORD1468,PRD10,10,49.7,88.69
ORD1468,PRD26,5,273.59,405.4
ORD1469,PRD16,3,183.87,255.27
ORD1469,PRD03,5,87.36,129.77
ORD1470,PRD09,2,222.46,303.89
ORD1470,PRD01,3,206.7,331.28
ORD1471,PRD09,4,173.94,245.03
ORD1472,PRD11,2,323.74,483.84
ORD1473,PRD16,7,230.87,386.33
ORD1474,PRD24,3,76.22,109.37
ORD1474,PRD21,6,19.23,31.89
ORD1475,PRD02,3,151.43,234.69
ORD1476,PRD24,9,82.86,120.66
ORD1476,PRD25,7,138.92,239.92
ORD1477,PRD01,8,119.0,194.09
ORD1477,PRD10,9,191.47,343.02
ORD1478,PRD21,10,331.56,459.43
ORD1478,PRD12,6,98.62,138.81
ORD1478,PRD14,5,206.63,328.9
ORD1479,PRD24,10,252.7,386.4
ORD1479,PRD08,3,88.38,160.07
ORD1479,PRD22,1,230.18,416.69
ORD1480,PRD17,2,213.58,344.32
ORD1481,PRD10,1,9.51,16.73
ORD1481,PRD09,10,236.65,330.02
ORD1481,PRD07,10,221.9,320.85
ORD1482,PRD03,10,47.21,69.3
ORD1483,PRD19,2,209.84,349.35
ORD1483,PRD26,8,187.59,331.94
ORD1483,PRD06,8,279.47,461.73
ORD1484,PRD23,6,93.48,132.38
ORD1484,PRD22,5,244.15,389.67
ORD1485,PRD02,5,52.49,93.08
ORD1485,PRD09,4,179.86,307.1
ORD1486,PRD04,9,228.87,385.51
ORD1486,PRD05,2,316.56,456.74
ORD1487,PRD02,2,27.72,39.85
ORD1488,PRD01,3,180.55,328.17
ORD1488,PRD16,1,201.49,333.98
ORD1489,PRD11,1,191.96,260.11
ORD1489,PRD13,8,152.45,241.68
ORD1489,PRD19,2,149.98,272.36
ORD1490,PRD25,10,202.03,269.98
ORD1490,PRD16,6,215.82,342.51
ORD1490,PRD04,2,133.94,185.85
ORD1491,PRD03,5,190.62,325.66
ORD1491,PRD15,1,330.1,483.92
ORD1492,PRD23,2,197.23,317.16
ORD1492,PRD13,2,282.57,443.18
ORD1493,PRD05,1,69.8,100.58
ORD1494,PRD08,2,269.71,397.41
ORD1494,PRD16,8,193.05,269.3
ORD1494,PRD13,8,267.48,483.45
ORD1495,PRD02,1,121.86,205.73
ORD1495,PRD11,9,158.99,231.89
ORD1496,PRD05,4,257.94,462.78
ORD1496,PRD24,3,136.79,247.0
ORD1496,PRD19,10,19.1,27.67
ORD1497,PRD01,3,232.56,318.17
ORD1498,PRD15,10,59.8,89.49
ORD1499,PRD04,8,201.61,299.51
ORD1500,PRD26,4,153.84,215.97
